Position	U:
5.024	-0.9518408788156858
5.076333333333333	-0.9345000530755191
5.128666666666667	-0.9146004234362426
5.181	-0.8921964781236668
5.233333333333333	-0.8673495625624736
5.285666666666667	-0.8401277114030729
5.338	-0.8106054622323361
5.390333333333333	-0.7788636514782977
5.442666666666667	-0.7449891930676664
5.495	-0.7090748404422168
5.5473333333333334	-0.6712189325856969
5.599666666666667	-0.6315251247566688
5.652	-0.5901021046645755
5.7043333333333335	-0.5470632948661905
5.756666666666667	-0.50252654219733
5.809	-0.45661379509021477
5.8613333333333335	-0.4094507696600338
5.913666666666667	-0.3611666054750165
5.966	-0.31189351195256765
6.0183333333333335	-0.2617664063496864
6.070666666666667	-0.21092254433890645
6.123	-0.15950114418129782
6.175333333333334	-0.10764300552560098
6.227666666666667	-0.055490123877280105
6.28	-0.0021235345287586604
6.332333333333334	0.0327521614225993
6.384666666666667	0.06753817695277738
6.437	0.1021392626373586
6.489333333333334	0.13646067541809295
6.541666666666667	0.17040843802386393
6.594	0.20388959629481265
6.646333333333334	0.23681247370502725
6.698666666666667	0.2690869223868753
6.751	0.3006245699696363
6.803333333333334	0.3313390615565524
6.855666666666667	0.36114629617772726
6.908	0.3899646570714291
6.960333333333334	0.4177152351632516
7.012666666666667	0.44432204513121404
7.065	0.46971223346518043
7.117333333333334	0.49381627795089905
7.169666666666667	0.5165681780324457
7.222	0.5379056355318272
7.274333333333334	0.5577702252309106
7.326666666666667	0.5761075548485942
7.3790000000000004	0.592867413975183
7.431333333333334	0.6080039115561603
7.483666666666667	0.621475601548905
7.5360000000000005	0.6332455964082879
7.588333333333334	0.6432816680904052
7.640666666666667	0.6515563362978857
7.6930000000000005	0.6580469437251428
7.745333333333334	0.6627357180975386
7.797666666666667	0.6656098208345865
7.8500000000000005	0.6666613822039459
7.902333333333334	0.6658875228699513
7.954666666666667	0.6632903617776738
8.007	0.6588770103509252
8.059333333333333	0.6526595530200932
8.111666666666666	0.6446550141331254
8.164	0.6348853113402643
8.216333333333333	0.6233771955801718
8.268666666666666	0.6101621778317732
8.321	0.5952764428323837
8.373333333333333	0.5787607499983695
8.425666666666666	0.5606603218196394
8.478	0.5410247200335601
8.530333333333333	0.5199077099173468
8.582666666666666	0.4973671130705224
8.635	0.47346464909054436
8.687333333333333	0.44826576657511924
8.739666666666666	0.4218394639139435
8.792	0.3942581003605731
8.844333333333333	0.3655971979017334
8.896666666666667	0.33593523446658263
8.949	0.30535342904215373
9.001333333333333	0.2739355192833611
9.053666666666667	0.24176753222650946
9.106	0.20893754873412698
9.158333333333333	0.17553546231610875
9.210666666666667	0.14165273298755426
9.263	0.10738213683727495
9.315333333333333	0.0728175119926904
9.367666666666667	0.038053501676700956
